SACC code(a),Country of citizenship(a),2016-09-01 00:00:00,2016-10-01 00:00:00,2016-11-01 00:00:00,2016-12-01 00:00:00,2017-01-01 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,2017-06-01 00:00:00,2017-07-01 00:00:00,2017-08-01 00:00:00,2017-09-01 00:00:00,2017-10-01 00:00:00,2017-11-01 00:00:00,2017-12-01 00:00:00,2018-01-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,2018-05-01 00:00:00,2018-06-01 00:00:00,2018-07-01 00:00:00,2018-08-01 00:00:00,2018-09-01 00:00:00,2018-10-01 00:00:00,2018-11-01 00:00:00,2018-12-01 00:00:00,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00,2021-06-01 00:00:00
7204,Georgia,10.0,20.0,20.0,30.0,20.0,10.0,10.0,20.0,30.0,20.0,10.0,20.0,20.0,20.0,20.0,20.0,30.0,20.0,30.0,20.0,20.0,90.0,30.0,20.0,20.0,60.0,40.0,20.0,20.0,20.0,20.0,30.0,20.0,20.0,20.0,30.0,10.0,20.0,30.0,30.0,40.0,20.0,30.0,0.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0
7205,Kazakhstan,100.0,110.0,120.0,140.0,190.0,100.0,130.0,130.0,160.0,150.0,130.0,100.0,120.0,90.0,100.0,150.0,190.0,150.0,160.0,140.0,210.0,160.0,150.0,140.0,140.0,110.0,140.0,180.0,280.0,140.0,140.0,170.0,130.0,150.0,150.0,130.0,130.0,120.0,130.0,250.0,250.0,170.0,110.0,10.0,10.0,10.0,10.0,20.0,10.0,10.0,10.0,20.0,10.0,20.0,10.0,10.0,10.0,10.0
7206,Kyrgyzstan,10.0,10.0,10.0,20.0,30.0,10.0,20.0,30.0,20.0,20.0,20.0,20.0,10.0,10.0,20.0,30.0,20.0,10.0,10.0,10.0,20.0,20.0,10.0,30.0,10.0,10.0,20.0,20.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,40.0,40.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7207,Tajikistan,10.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,20.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7208,Turkmenistan,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7211,Uzbekistan,60.0,50.0,60.0,60.0,90.0,70.0,60.0,60.0,50.0,60.0,70.0,50.0,70.0,50.0,50.0,60.0,70.0,60.0,60.0,70.0,50.0,90.0,70.0,70.0,50.0,100.0,110.0,80.0,100.0,70.0,60.0,60.0,60.0,50.0,90.0,100.0,40.0,50.0,60.0,90.0,90.0,50.0,30.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0
8101,Bermuda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8102,Canada,10670.0,13030.0,18290.0,19100.0,20520.0,19330.0,24780.0,21020.0,13860.0,11750.0,12490.0,13310.0,10850.0,13620.0,19390.0,21350.0,24070.0,22140.0,25590.0,22290.0,14160.0,12340.0,14020.0,13890.0,11570.0,15130.0,20710.0,23780.0,24920.0,22310.0,28830.0,22650.0,15450.0,13310.0,14610.0,15050.0,11660.0,15330.0,20230.0,23950.0,24240.0,21770.0,23220.0,1470.0,310.0,500.0,680.0,540.0,300.0,300.0,340.0,340.0,240.0,220.0,210.0,210.0,370.0,390.0
8103,St Pierre/Mique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8104,United States of America,42610.0,50820.0,63980.0,60880.0,76280.0,61070.0,74670.0,66570.0,46150.0,51580.0,56730.0,50510.0,42720.0,54210.0,69660.0,67380.0,82250.0,72920.0,82110.0,66230.0,50870.0,56180.0,62360.0,52460.0,46910.0,58640.0,76800.0,78700.0,91850.0,77840.0,93610.0,77080.0,57010.0,62770.0,68290.0,59890.0,49680.0,59810.0,74770.0,82390.0,93630.0,77150.0,60770.0,1940.0,1150.0,1320.0,1490.0,1160.0,800.0,960.0,890.0,1110.0,700.0,770.0,770.0,970.0,1410.0,1660.0
8201,Argentina,1240.0,1260.0,1370.0,1260.0,2660.0,1930.0,2400.0,1860.0,1350.0,1110.0,1320.0,1110.0,1440.0,1690.0,1820.0,1590.0,3900.0,2760.0,3680.0,2740.0,1800.0,1420.0,1940.0,1510.0,1590.0,1680.0,1760.0,1520.0,3250.0,2280.0,2930.0,1660.0,1400.0,1200.0,1540.0,1440.0,1450.0,1690.0,1780.0,1600.0,2440.0,2250.0,2160.0,300.0,70.0,110.0,40.0,70.0,50.0,70.0,90.0,150.0,70.0,90.0,60.0,50.0,60.0,60.0
8202,Bolivia Plurinational State of,30.0,30.0,40.0,40.0,30.0,30.0,20.0,30.0,20.0,20.0,40.0,30.0,40.0,30.0,30.0,40.0,40.0,30.0,60.0,40.0,30.0,20.0,30.0,20.0,30.0,30.0,40.0,50.0,50.0,30.0,50.0,40.0,30.0,20.0,40.0,20.0,20.0,40.0,50.0,50.0,70.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0
8203,Brazil,3810.0,3670.0,4740.0,5990.0,8160.0,4750.0,5190.0,4700.0,4200.0,4070.0,4720.0,4170.0,4380.0,5130.0,5470.0,6950.0,9280.0,5800.0,6190.0,5880.0,5470.0,5160.0,5750.0,5250.0,5280.0,5250.0,5380.0,7760.0,8110.0,5850.0,6890.0,6300.0,5460.0,5210.0,6080.0,5440.0,5150.0,5770.0,5860.0,7670.0,8990.0,5660.0,4790.0,1030.0,410.0,730.0,400.0,430.0,350.0,310.0,370.0,430.0,290.0,200.0,170.0,140.0,170.0,190.0
8204,Chile,1810.0,1760.0,1910.0,1860.0,2450.0,2610.0,2510.0,2100.0,2040.0,1810.0,2010.0,1810.0,1910.0,2370.0,2220.0,2330.0,2830.0,3630.0,3220.0,2600.0,2300.0,2120.0,2540.0,2350.0,2910.0,2720.0,2610.0,2090.0,3070.0,3670.0,3880.0,2580.0,2230.0,2120.0,2350.0,2190.0,2910.0,2520.0,2380.0,2260.0,2730.0,3350.0,3120.0,240.0,20.0,200.0,20.0,70.0,110.0,90.0,140.0,100.0,110.0,70.0,60.0,40.0,60.0,50.0
8205,Colombia,1000.0,1180.0,1870.0,2410.0,2310.0,1330.0,1330.0,1440.0,1360.0,1600.0,1570.0,1330.0,1400.0,1590.0,2190.0,2640.0,2920.0,1690.0,1860.0,1700.0,1750.0,2360.0,1770.0,1710.0,1690.0,1810.0,2530.0,3340.0,3280.0,1930.0,2110.0,2060.0,2120.0,2230.0,2060.0,2020.0,1900.0,2070.0,2910.0,3710.0,3400.0,2220.0,1430.0,20.0,180.0,210.0,190.0,50.0,470.0,210.0,310.0,270.0,220.0,160.0,170.0,130.0,130.0,110.0
8206,Ecuador,90.0,80.0,200.0,190.0,170.0,110.0,110.0,90.0,120.0,130.0,120.0,140.0,150.0,120.0,170.0,200.0,150.0,110.0,100.0,100.0,90.0,130.0,170.0,130.0,120.0,110.0,160.0,220.0,230.0,180.0,150.0,150.0,100.0,130.0,170.0,160.0,120.0,140.0,180.0,210.0,150.0,130.0,100.0,10.0,10.0,10.0,20.0,10.0,10.0,20.0,20.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0
8207,Falkland Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8208,French Guiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8211,Guyana,10.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,30.0,20.0,10.0,10.0,10.0,0.0,10.0,40.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,20.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8212,Paraguay,20.0,10.0,30.0,20.0,70.0,30.0,10.0,30.0,20.0,20.0,30.0,20.0,30.0,30.0,40.0,40.0,100.0,20.0,30.0,30.0,30.0,30.0,40.0,30.0,10.0,40.0,40.0,30.0,90.0,40.0,50.0,20.0,30.0,20.0,40.0,40.0,30.0,30.0,30.0,40.0,90.0,40.0,30.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
8213,Peru,340.0,390.0,520.0,510.0,460.0,380.0,430.0,370.0,340.0,380.0,350.0,400.0,390.0,450.0,730.0,510.0,560.0,500.0,470.0,440.0,410.0,480.0,400.0,460.0,400.0,380.0,560.0,640.0,570.0,480.0,560.0,500.0,450.0,460.0,520.0,480.0,450.0,440.0,520.0,660.0,630.0,520.0,320.0,120.0,0.0,90.0,20.0,30.0,20.0,20.0,30.0,30.0,20.0,10.0,10.0,10.0,20.0,20.0
8214,Suriname,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8215,Uruguay,120.0,130.0,170.0,110.0,150.0,180.0,430.0,200.0,140.0,130.0,130.0,130.0,110.0,180.0,160.0,140.0,220.0,260.0,410.0,190.0,170.0,120.0,140.0,140.0,190.0,220.0,180.0,150.0,260.0,200.0,550.0,250.0,230.0,170.0,160.0,180.0,150.0,210.0,210.0,180.0,210.0,220.0,490.0,50.0,10.0,10.0,10.0,10.0,20.0,10.0,10.0,10.0,0.0,20.0,10.0,0.0,10.0,0.0
8216,Venezuela Bolivarian republic of,220.0,180.0,210.0,270.0,400.0,230.0,200.0,230.0,240.0,190.0,240.0,230.0,250.0,220.0,230.0,310.0,310.0,220.0,230.0,210.0,230.0,190.0,200.0,200.0,220.0,220.0,220.0,300.0,260.0,200.0,200.0,190.0,210.0,190.0,180.0,190.0,200.0,210.0,200.0,240.0,250.0,240.0,110.0,0.0,0.0,0.0,10.0,10.0,20.0,10.0,10.0,10.0,10.0,20.0,10.0,10.0,0.0,0.0
8299,South America nec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8301,Belize,10.0,10.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,40.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8302,Costa Rica,60.0,50.0,130.0,50.0,130.0,60.0,50.0,110.0,50.0,50.0,40.0,50.0,60.0,70.0,100.0,70.0,150.0,60.0,70.0,80.0,50.0,70.0,50.0,60.0,60.0,50.0,70.0,80.0,180.0,60.0,110.0,110.0,110.0,60.0,60.0,50.0,50.0,80.0,120.0,80.0,120.0,60.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
8303,El Salvador,30.0,20.0,40.0,50.0,50.0,30.0,30.0,40.0,30.0,40.0,30.0,40.0,30.0,40.0,40.0,20.0,40.0,40.0,30.0,40.0,40.0,40.0,20.0,30.0,30.0,50.0,50.0,60.0,50.0,40.0,40.0,70.0,30.0,30.0,20.0,30.0,40.0,40.0,50.0,40.0,40.0,60.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
8304,Guatemala,30.0,20.0,30.0,60.0,50.0,30.0,40.0,40.0,20.0,20.0,30.0,60.0,20.0,30.0,40.0,70.0,60.0,30.0,40.0,30.0,30.0,40.0,20.0,40.0,30.0,40.0,50.0,50.0,70.0,30.0,40.0,60.0,30.0,40.0,40.0,40.0,30.0,80.0,40.0,60.0,80.0,40.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
8305,Honduras,20.0,20.0,20.0,20.0,20.0,20.0,30.0,20.0,10.0,20.0,20.0,10.0,20.0,10.0,90.0,20.0,40.0,20.0,30.0,30.0,20.0,30.0,20.0,20.0,10.0,20.0,20.0,20.0,30.0,20.0,20.0,40.0,10.0,10.0,30.0,20.0,10.0,20.0,20.0,40.0,20.0,30.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8306,Mexico,940.0,710.0,940.0,1380.0,1360.0,800.0,820.0,1210.0,700.0,880.0,1300.0,1100.0,1090.0,960.0,1080.0,1540.0,1790.0,960.0,1120.0,1330.0,800.0,1020.0,1120.0,930.0,1050.0,930.0,1440.0,1820.0,2060.0,1040.0,1100.0,1660.0,1030.0,1090.0,1520.0,1060.0,990.0,1080.0,1420.0,1870.0,1920.0,1200.0,1160.0,180.0,80.0,80.0,170.0,80.0,50.0,40.0,60.0,70.0,40.0,20.0,30.0,20.0,50.0,30.0
8307,Nicaragua,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,0.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,20.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0,20.0,20.0,10.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308,Panama,20.0,20.0,20.0,30.0,30.0,40.0,20.0,20.0,10.0,10.0,20.0,20.0,10.0,20.0,30.0,40.0,40.0,30.0,20.0,30.0,30.0,60.0,20.0,10.0,20.0,20.0,40.0,30.0,40.0,60.0,40.0,30.0,20.0,30.0,30.0,40.0,20.0,30.0,30.0,30.0,50.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8401,Anguilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8402,Antigua and Barbuda,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8403,Aruba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8404,Bahamas,0.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,20.0,10.0,10.0,40.0,10.0,10.0,10.0,0.0,10.0,80.0,10.0,10.0,10.0,20.0,10.0,30.0,10.0,10.0,10.0,10.0,20.0,10.0,10.0,10.0,10.0,50.0,20.0,0.0,10.0,20.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8405,Barbados,10.0,10.0,20.0,20.0,20.0,10.0,20.0,10.0,20.0,10.0,10.0,10.0,20.0,20.0,20.0,30.0,20.0,10.0,20.0,90.0,20.0,10.0,30.0,10.0,10.0,20.0,10.0,10.0,20.0,10.0,20.0,30.0,10.0,20.0,10.0,10.0,10.0,30.0,40.0,10.0,20.0,10.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8406,Cayman Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8407,Cuba,20.0,20.0,20.0,20.0,20.0,20.0,10.0,10.0,20.0,30.0,20.0,20.0,20.0,20.0,20.0,30.0,30.0,20.0,50.0,20.0,50.0,30.0,20.0,60.0,20.0,40.0,40.0,30.0,40.0,20.0,20.0,30.0,20.0,20.0,30.0,30.0,30.0,20.0,20.0,50.0,20.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8408,Dominica,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,20.0,0.0,10.0,0.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411,Dominican Republic,20.0,10.0,10.0,20.0,30.0,10.0,50.0,20.0,20.0,10.0,20.0,20.0,30.0,80.0,60.0,30.0,30.0,30.0,30.0,30.0,20.0,20.0,20.0,30.0,40.0,20.0,20.0,30.0,40.0,10.0,20.0,70.0,30.0,20.0,20.0,20.0,10.0,20.0,20.0,30.0,30.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8412,Grenada,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,30.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8413,Guadeloupe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8414,Haiti,10.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8415,Jamaica,40.0,50.0,40.0,60.0,50.0,40.0,40.0,40.0,30.0,30.0,40.0,30.0,30.0,50.0,50.0,50.0,60.0,70.0,80.0,240.0,50.0,30.0,60.0,30.0,30.0,80.0,40.0,70.0,60.0,60.0,50.0,40.0,40.0,50.0,40.0,40.0,50.0,50.0,60.0,50.0,60.0,80.0,60.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8416,Martinique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8417,Montserrat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8421,Puerto Rico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8422,St Kitts and Nevis,10.0,0.0,10.0,10.0,20.0,20.0,10.0,0.0,10.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0,10.0,0.0,10.0,0.0,10.0,10.0,10.0,10.0,20.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8423,St Lucia,0.0,10.0,0.0,0.0,10.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,0.0,10.0,0.0,0.0,10.0,20.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8424,St Vincent and the Grenadines,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,30.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8425,Trinidad and Tobago,50.0,50.0,50.0,80.0,70.0,120.0,70.0,50.0,30.0,40.0,50.0,80.0,80.0,50.0,80.0,80.0,80.0,50.0,40.0,150.0,50.0,110.0,40.0,60.0,50.0,60.0,60.0,60.0,70.0,50.0,60.0,70.0,50.0,60.0,30.0,40.0,50.0,50.0,60.0,90.0,80.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
8426,Turks and Caicos Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
